"","Geneid","Length"
"45657","ENSMUSG00000068428",5740
"45658","ENSMUSG00000052276",1423
"45659","ENSMUSG00000089705",834
"45660","ENSMUSG00000056423",835
"45661","ENSMUSG00000038127",8639
"45662","ENSMUSG00000022523",6203
"45663","ENSMUSG00000076064",109
"45664","ENSMUSG00000051065",3260
"45665","ENSMUSG00000022525",3286
"45666","ENSMUSG00000048939",4661
"45667","ENSMUSG00000083141",394
"45668","ENSMUSG00000038094",6230
"45669","ENSMUSG00000038084",7875
"45670","ENSMUSG00000097307",950
"45671","ENSMUSG00000097313",4295
"45672","ENSMUSG00000075286",1042
"45673","ENSMUSG00000097184",2428
"45674","ENSMUSG00000022528",2037
"45675","ENSMUSG00000084444",103
"45676","ENSMUSG00000101888",547
"45677","ENSMUSG00000097621",2010
"45678","ENSMUSG00000023176",4550
"45679","ENSMUSG00000052316",5310
"45680","ENSMUSG00000047953",2197
"45681","ENSMUSG00000022533",9938
"45682","ENSMUSG00000022537",8893
"45683","ENSMUSG00000022538",6192
"45684","ENSMUSG00000046546",3075
"45685","ENSMUSG00000095791",107
"45686","ENSMUSG00000088782",135
"45687","ENSMUSG00000047434",3895
"45688","ENSMUSG00000087605",659
"45689","ENSMUSG00000049076",6732
"45690","ENSMUSG00000047714",4440
"45691","ENSMUSG00000098403",95
"45692","ENSMUSG00000022548",2577
"45693","ENSMUSG00000101234",2628
"45694","ENSMUSG00000046598",3888
"45695","ENSMUSG00000086645",1901
"45696","ENSMUSG00000022770",10736
"45697","ENSMUSG00000089011",143
"45698","ENSMUSG00000022780",4133
"45699","ENSMUSG00000083890",880
"45700","ENSMUSG00000045625",2541
"45701","ENSMUSG00000107002",1445
"45702","ENSMUSG00000022774",2305
"45703","ENSMUSG00000022772",7260
"45704","ENSMUSG00000083853",445
"45705","ENSMUSG00000096112",126
"45706","ENSMUSG00000081404",283
"45707","ENSMUSG00000080928",616
"45708","ENSMUSG00000022781",6795
"45709","ENSMUSG00000077460",133
"45710","ENSMUSG00000023791",2398
"45711","ENSMUSG00000035790",1751
"45712","ENSMUSG00000086146",360
"45713","ENSMUSG00000052384",4177
"45714","ENSMUSG00000075269",1020
"45715","ENSMUSG00000035764",4179
"45716","ENSMUSG00000080440",144
"45717","ENSMUSG00000022787",1523
"45718","ENSMUSG00000088985",134
"45719","ENSMUSG00000046345",1410
"45720","ENSMUSG00000014074",4462
"45721","ENSMUSG00000053774",12655
"45722","ENSMUSG00000079625",1257
"45723","ENSMUSG00000103847",519
"45724","ENSMUSG00000014075",2385
"45725","ENSMUSG00000005615",7412
"45726","ENSMUSG00000035699",3198
"45727","ENSMUSG00000052363",2232
"45728","ENSMUSG00000083903",609
"45729","ENSMUSG00000022797",6185
"45730","ENSMUSG00000022791",5738
"45731","ENSMUSG00000075265",1392
"45732","ENSMUSG00000098225",940
"45733","ENSMUSG00000079620",11757
"45734","ENSMUSG00000035638",4027
"45735","ENSMUSG00000094430",679
"45736","ENSMUSG00000097256",619
"45737","ENSMUSG00000035629",7478
"45738","ENSMUSG00000022800",6633
"45739","ENSMUSG00000022801",6610
"45740","ENSMUSG00000091997",1272
"45741","ENSMUSG00000078489",459
"45742","ENSMUSG00000070225",119
"45743","ENSMUSG00000035578",6164
"45744","ENSMUSG00000060636",3526
"45745","ENSMUSG00000022802",6511
"45746","ENSMUSG00000077844",73
"45747","ENSMUSG00000088860",85
"45748","ENSMUSG00000089109",399
"45749","ENSMUSG00000022807",5091
"45750","ENSMUSG00000022808",3988
"45751","ENSMUSG00000097318",738
"45752","ENSMUSG00000022811",10383
"45753","ENSMUSG00000035506",4444
"45754","ENSMUSG00000075254",12728
"45755","ENSMUSG00000090214",1517
"45756","ENSMUSG00000022824",3038
"45757","ENSMUSG00000022817",3553
"45758","ENSMUSG00000022814",3484
"45759","ENSMUSG00000086083",869
"45760","ENSMUSG00000061751",24050
"45761","ENSMUSG00000022832",1343
"45762","ENSMUSG00000022833",9141
"45763","ENSMUSG00000022836",11263
"45764","ENSMUSG00000100593",588
"45765","ENSMUSG00000035376",3749
"45766","ENSMUSG00000022840",7184
"45767","ENSMUSG00000084581",128
"45768","ENSMUSG00000034473",5223
"45769","ENSMUSG00000064463",203
"45770","ENSMUSG00000064769",153
"45771","ENSMUSG00000022844",2771
"45772","ENSMUSG00000095160",110
"45773","ENSMUSG00000099429",477
"45774","ENSMUSG00000052133",7080
"45775","ENSMUSG00000052192",236
"45776","ENSMUSG00000022848",5395
"45777","ENSMUSG00000087793",147
"45778","ENSMUSG00000022849",9423
"45779","ENSMUSG00000097914",911
"45780","ENSMUSG00000034422",9306
"45781","ENSMUSG00000062279",336
"45782","ENSMUSG00000049502",5725
"45783","ENSMUSG00000022906",4872
"45784","ENSMUSG00000086324",821
"45785","ENSMUSG00000022905",8486
"45786","ENSMUSG00000034379",2739
"45787","ENSMUSG00000003955",850
"45788","ENSMUSG00000075229",1503
"45789","ENSMUSG00000034362",2783
"45790","ENSMUSG00000060956",180
"45791","ENSMUSG00000088471",103
"45792","ENSMUSG00000059657",419
"45793","ENSMUSG00000096342",107
"45794","ENSMUSG00000079597",1862
"45795","ENSMUSG00000096627",104
"45796","ENSMUSG00000078097",463
"45797","ENSMUSG00000094733",294
"45798","ENSMUSG00000093822",105
"45799","ENSMUSG00000095620",639
"45800","ENSMUSG00000075228",90
"45801","ENSMUSG00000096823",104
"45802","ENSMUSG00000071562",710
"45803","ENSMUSG00000096186",105
"45804","ENSMUSG00000094972",104
"45805","ENSMUSG00000088517",104
"45806","ENSMUSG00000079594",387
"45807","ENSMUSG00000095319",105
"45808","ENSMUSG00000071561",790
"45809","ENSMUSG00000087689",996
"45810","ENSMUSG00000094639",105
"45811","ENSMUSG00000079595",216
"45812","ENSMUSG00000095033",107
"45813","ENSMUSG00000022902",471
"45814","ENSMUSG00000094139",104
"45815","ENSMUSG00000089117",103
"45816","ENSMUSG00000054905",412
"45817","ENSMUSG00000051980",4718
"45818","ENSMUSG00000089118",318
"45819","ENSMUSG00000022901",3661
"45820","ENSMUSG00000022900",4296
"45821","ENSMUSG00000022899",7361
"45822","ENSMUSG00000091786",769
"45823","ENSMUSG00000095851",70
"45824","ENSMUSG00000022838",4370
"45825","ENSMUSG00000022837",5388
"45826","ENSMUSG00000034243",11862
"45827","ENSMUSG00000084834",2416
"45828","ENSMUSG00000022831",2525
"45829","ENSMUSG00000047746",5517
"45830","ENSMUSG00000034206",9685
"45831","ENSMUSG00000022829",8521
"45832","ENSMUSG00000083420",847
"45833","ENSMUSG00000022828",6285
"45834","ENSMUSG00000022827",6369
"45835","ENSMUSG00000022821",2615
"45836","ENSMUSG00000022820",1916
"45837","ENSMUSG00000022816",4914
"45838","ENSMUSG00000108763",1367
"45839","ENSMUSG00000084602",116
"45840","ENSMUSG00000034158",8604
"45841","ENSMUSG00000083405",1090
"45842","ENSMUSG00000046961",4584
"45843","ENSMUSG00000065188",140
"45844","ENSMUSG00000022812",9831
"45845","ENSMUSG00000105863",132
"45846","ENSMUSG00000095395",133
"45847","ENSMUSG00000098908",129
"45848","ENSMUSG00000022809",2553
"45849","ENSMUSG00000022805",4527
"45850","ENSMUSG00000087568",326
"45851","ENSMUSG00000046516",5773
"45852","ENSMUSG00000095464",456
"45853","ENSMUSG00000022803",2360
"45854","ENSMUSG00000002847",2009
"45855","ENSMUSG00000002844",2966
"45856","ENSMUSG00000097576",921
"45857","ENSMUSG00000075122",3703
"45858","ENSMUSG00000002846",1784
"45859","ENSMUSG00000081605",1732
"45860","ENSMUSG00000034064",4658
"45861","ENSMUSG00000002845",4094
"45862","ENSMUSG00000091238",549
"45863","ENSMUSG00000022799",11141
"45864","ENSMUSG00000081651",555
"45865","ENSMUSG00000022793",3213
"45866","ENSMUSG00000083183",1581
"45867","ENSMUSG00000049436",2089
"45868","ENSMUSG00000022798",1529
"45869","ENSMUSG00000081444",394
"45870","ENSMUSG00000086175",1132
"45871","ENSMUSG00000022790",4493
"45872","ENSMUSG00000089607",99
"45873","ENSMUSG00000095894",121
"45874","ENSMUSG00000098070",998
"45875","ENSMUSG00000061080",17213
"45876","ENSMUSG00000102456",43
"45877","ENSMUSG00000077535",94
"45878","ENSMUSG00000102417",439
"45879","ENSMUSG00000098472",102
"45880","ENSMUSG00000099168",151
"45881","ENSMUSG00000092636",92
"45882","ENSMUSG00000104844",60
"45883","ENSMUSG00000098665",163
"45884","ENSMUSG00000101463",658
"45885","ENSMUSG00000047261",1523
"45886","ENSMUSG00000098300",108
"45887","ENSMUSG00000075070",5091
"45888","ENSMUSG00000022708",30730
"45889","ENSMUSG00000081824",319
"45890","ENSMUSG00000094605",107
"45891","ENSMUSG00000083827",1156
"45892","ENSMUSG00000102967",347
"45893","ENSMUSG00000082570",535
"45894","ENSMUSG00000055370",2990
"45895","ENSMUSG00000085499",1546
"45896","ENSMUSG00000076372",83
"45897","ENSMUSG00000071552",919
"45898","ENSMUSG00000022705",1712
"45899","ENSMUSG00000093134",117
"45900","ENSMUSG00000077251",129
"45901","ENSMUSG00000022704",4629
"45902","ENSMUSG00000096684",133
"45903","ENSMUSG00000022701",4230
"45904","ENSMUSG00000036304",5836
"45905","ENSMUSG00000036292",5018
"45906","ENSMUSG00000093912",126
"45907","ENSMUSG00000052459",6044
"45908","ENSMUSG00000022698",4648
"45909","ENSMUSG00000068284",13050
"45910","ENSMUSG00000022696",5623
"45911","ENSMUSG00000097344",2771
"45912","ENSMUSG00000043065",5416
"45913","ENSMUSG00000071550",8405
"45914","ENSMUSG00000022687",4451
"45915","ENSMUSG00000093046",84
"45916","ENSMUSG00000036208",5741
"45917","ENSMUSG00000022668",3527
"45918","ENSMUSG00000022667",3348
"45919","ENSMUSG00000062082",2045
"45920","ENSMUSG00000090176",1750
"45921","ENSMUSG00000036172",5984
"45922","ENSMUSG00000022665",4293
"45923","ENSMUSG00000022664",8105
"45924","ENSMUSG00000022663",3154
"45925","ENSMUSG00000062284",390
"45926","ENSMUSG00000052013",3396
"45927","ENSMUSG00000022661",3321
"45928","ENSMUSG00000080715",766
"45929","ENSMUSG00000053182",4404
"45930","ENSMUSG00000081303",2662
"45931","ENSMUSG00000089630",1366
"45932","ENSMUSG00000033210",4057
"45933","ENSMUSG00000022659",3424
"45934","ENSMUSG00000033187",2142
"45935","ENSMUSG00000033177",2837
"45936","ENSMUSG00000022658",1240
"45937","ENSMUSG00000033157",3710
"45938","ENSMUSG00000086237",627
"45939","ENSMUSG00000033149",7577
"45940","ENSMUSG00000085781",527
"45941","ENSMUSG00000085826",4906
"45942","ENSMUSG00000087141",7140
"45943","ENSMUSG00000095243",107
"45944","ENSMUSG00000022657",2184
"45945","ENSMUSG00000048087",2093
"45946","ENSMUSG00000095796",132
"45947","ENSMUSG00000022656",12747
"45948","ENSMUSG00000081624",544
"45949","ENSMUSG00000087732",107
"45950","ENSMUSG00000084503",314
"45951","ENSMUSG00000088083",232
"45952","ENSMUSG00000067716",1186
"45953","ENSMUSG00000048164",597
"45954","ENSMUSG00000058550",1662
"45955","ENSMUSG00000072419",2447
"45956","ENSMUSG00000110573",628
"45957","ENSMUSG00000064932",119
"45958","ENSMUSG00000022652",6479
"45959","ENSMUSG00000030775",4665
"45960","ENSMUSG00000022650",696
"45961","ENSMUSG00000061100",599
"45962","ENSMUSG00000022651",593
"45963","ENSMUSG00000064061",9081
"45964","ENSMUSG00000065667",104
"45965","ENSMUSG00000033031",5688
"45966","ENSMUSG00000092009",6340
"45967","ENSMUSG00000073976",1155
"45968","ENSMUSG00000058176",1248
"45969","ENSMUSG00000097959",1009
"45970","ENSMUSG00000032965",2862
"45971","ENSMUSG00000087066",2108
"45972","ENSMUSG00000055447",6276
"45973","ENSMUSG00000098028",990
"45974","ENSMUSG00000022641",14205
"45975","ENSMUSG00000097694",2871
"45976","ENSMUSG00000050685",1298
"45977","ENSMUSG00000083692",1339
"45978","ENSMUSG00000022639",4679
"45979","ENSMUSG00000098482",114
"45980","ENSMUSG00000092276",414
"45981","ENSMUSG00000094301",107
"45982","ENSMUSG00000081453",1381
"45983","ENSMUSG00000022637",10475
"45984","ENSMUSG00000095977",133
"45985","ENSMUSG00000022636",7121
"45986","ENSMUSG00000077718",126
"45987","ENSMUSG00000064511",108
"45988","ENSMUSG00000080508",65
"45989","ENSMUSG00000064727",132
"45990","ENSMUSG00000089311",125
"45991","ENSMUSG00000064549",107
"45992","ENSMUSG00000064310",2697
"45993","ENSMUSG00000093292",67
"45994","ENSMUSG00000094020",107
"45995","ENSMUSG00000088450",100
"45996","ENSMUSG00000035356",5018
"45997","ENSMUSG00000075033",6436
"45998","ENSMUSG00000022604",9163
"45999","ENSMUSG00000098274",1030
"46000","ENSMUSG00000098371",611
"46001","ENSMUSG00000102101",1350
"46002","ENSMUSG00000022601",7440
"46003","ENSMUSG00000071533",3115
"46004","ENSMUSG00000044763",3002
"46005","ENSMUSG00000064994",135
"46006","ENSMUSG00000052917",13966
"46007","ENSMUSG00000076360",104
"46008","ENSMUSG00000035270",9275
"46009","ENSMUSG00000035258",7416
"46010","ENSMUSG00000022757",2292
"46011","ENSMUSG00000022755",2698
"46012","ENSMUSG00000082485",637
"46013","ENSMUSG00000022754",3129
"46014","ENSMUSG00000084999",1146
"46015","ENSMUSG00000083467",943
"46016","ENSMUSG00000109588",671
"46017","ENSMUSG00000046748",4758
"46018","ENSMUSG00000022752",9777
"46019","ENSMUSG00000022751",2563
"46020","ENSMUSG00000097876",1726
"46021","ENSMUSG00000022749",9802
"46022","ENSMUSG00000022753",3948
"46023","ENSMUSG00000097896",349
"46024","ENSMUSG00000022748",1997
"46025","ENSMUSG00000043336",5335
"46026","ENSMUSG00000068196",7833
"46027","ENSMUSG00000095926",132
"46028","ENSMUSG00000104285",410
"46029","ENSMUSG00000104456",904
"46030","ENSMUSG00000086827",1302
"46031","ENSMUSG00000035107",8401
"46032","ENSMUSG00000022747",6172
"46033","ENSMUSG00000075002",713
"46034","ENSMUSG00000055789",1108
"46035","ENSMUSG00000022742",6661
"46036","ENSMUSG00000047293",1638
"46037","ENSMUSG00000022744",2563
"46038","ENSMUSG00000099074",96
"46039","ENSMUSG00000077595",119
"46040","ENSMUSG00000071510",1834
"46041","ENSMUSG00000049362",2867
"46042","ENSMUSG00000060663",1209
"46043","ENSMUSG00000063137",2401
"46044","ENSMUSG00000044029",2103
"46045","ENSMUSG00000090629",1869
"46046","ENSMUSG00000090951",2431
"46047","ENSMUSG00000108535",571
"46048","ENSMUSG00000062105",2411
"46049","ENSMUSG00000108537",516
"46050","ENSMUSG00000108451",881
"46051","ENSMUSG00000047960",2337
"46052","ENSMUSG00000043357",1327
"46053","ENSMUSG00000108662",4706
"46054","ENSMUSG00000108565",804
"46055","ENSMUSG00000064006",8240
"46056","ENSMUSG00000094539",3857
"46057","ENSMUSG00000108464",1161
"46058","ENSMUSG00000060057",2874
"46059","ENSMUSG00000063020",3705
"46060","ENSMUSG00000062608",2081
"46061","ENSMUSG00000096695",1711
"46062","ENSMUSG00000109020",1320
"46063","ENSMUSG00000052537",2277
"46064","ENSMUSG00000074996",2728
"46065","ENSMUSG00000109537",874
"46066","ENSMUSG00000074995",3706
"46067","ENSMUSG00000048810",1321
"46068","ENSMUSG00000068182",1521
"46069","ENSMUSG00000095928",5371
"46070","ENSMUSG00000094422",1654
"46071","ENSMUSG00000066257",1128
"46072","ENSMUSG00000095706",1197
"46073","ENSMUSG00000074991",4271
"46074","ENSMUSG00000099983",666
"46075","ENSMUSG00000022724",5290
"46076","ENSMUSG00000022723",12711
"46077","ENSMUSG00000022722",2098
"46078","ENSMUSG00000055540",5289
"46079","ENSMUSG00000096535",110
"46080","ENSMUSG00000087636",403
"46081","ENSMUSG00000089685",881
"46082","ENSMUSG00000097963",936
"46083","ENSMUSG00000098819",113
"46084","ENSMUSG00000090882",239
"46085","ENSMUSG00000089001",77
"46086","ENSMUSG00000091459",259
"46087","ENSMUSG00000064467",118
"46088","ENSMUSG00000092029",661
"46089","ENSMUSG00000090448",511
"46090","ENSMUSG00000070173",104
"46091","ENSMUSG00000085783",1414
"46092","ENSMUSG00000050312",6084
"46093","ENSMUSG00000022911",5087
"46094","ENSMUSG00000076424",68
"46095","ENSMUSG00000047854",2812
"46096","ENSMUSG00000022912",4088
"46097","ENSMUSG00000052504",8692
"46098","ENSMUSG00000088992",98
"46099","ENSMUSG00000068167",2855
"46100","ENSMUSG00000059920",5948
"46101","ENSMUSG00000047141",6261
"46102","ENSMUSG00000054604",4522
"46103","ENSMUSG00000097999",1006
"46104","ENSMUSG00000093149",84
"46105","ENSMUSG00000050783",2579
"46106","ENSMUSG00000089178",130
"46107","ENSMUSG00000095094",110
"46108","ENSMUSG00000004842",3891
"46109","ENSMUSG00000004843",1928
"46110","ENSMUSG00000091243",7104
"46111","ENSMUSG00000088181",313
"46112","ENSMUSG00000095506",107
"46113","ENSMUSG00000064115",9809
"46114","ENSMUSG00000092599",376
"46115","ENSMUSG00000045178",2063
"46116","ENSMUSG00000082823",522
"46117","ENSMUSG00000089385",107
"46118","ENSMUSG00000088288",286
"46119","ENSMUSG00000107073",546
"46120","ENSMUSG00000063163",1165
"46121","ENSMUSG00000022707",5352
"46122","ENSMUSG00000096043",107
"46123","ENSMUSG00000065924",131
"46124","ENSMUSG00000022883",16511
"46125","ENSMUSG00000064830",167
"46126","ENSMUSG00000052516",16983
"46127","ENSMUSG00000076284",98
"46128","ENSMUSG00000089033",135
"46129","ENSMUSG00000104758",78
"46130","ENSMUSG00000088392",126
"46131","ENSMUSG00000098143",1008
"46132","ENSMUSG00000032948",2192
"46133","ENSMUSG00000032940",2754
"46134","ENSMUSG00000032932",6834
"46135","ENSMUSG00000080750",262
"46136","ENSMUSG00000092693",110
"46137","ENSMUSG00000081250",895
"46138","ENSMUSG00000022876",4935
"46139","ENSMUSG00000087214",713
"46140","ENSMUSG00000077197",131
"46141","ENSMUSG00000098089",748
"46142","ENSMUSG00000048490",11457
"46143","ENSMUSG00000050299",402
"46144","ENSMUSG00000109338",1776
"46145","ENSMUSG00000108903",391
"46146","ENSMUSG00000109333",1350
"46147","ENSMUSG00000100857",2947
"46148","ENSMUSG00000102036",1203
"46149","ENSMUSG00000022867",5201
"46150","ENSMUSG00000090386",14303
"46151","ENSMUSG00000102289",3297
"46152","ENSMUSG00000103972",652
"46153","ENSMUSG00000096870",3106
"46154","ENSMUSG00000102205",1274
"46155","ENSMUSG00000103916",3378
"46156","ENSMUSG00000102344",2570
"46157","ENSMUSG00000103805",3520
"46158","ENSMUSG00000102575",523
"46159","ENSMUSG00000103932",2324
"46160","ENSMUSG00000103851",3116
"46161","ENSMUSG00000079546",96
"46162","ENSMUSG00000065530",65
"46163","ENSMUSG00000065557",94
"46164","ENSMUSG00000103049",2024
"46165","ENSMUSG00000065472",71
"46166","ENSMUSG00000102854",3087
"46167","ENSMUSG00000102267",908
"46168","ENSMUSG00000102562",2133
"46169","ENSMUSG00000091193",531
"46170","ENSMUSG00000092759",111
"46171","ENSMUSG00000077451",131
"46172","ENSMUSG00000109841",3227
"46173","ENSMUSG00000022865",7400
"46174","ENSMUSG00000022863",4014
"46175","ENSMUSG00000064862",130
"46176","ENSMUSG00000022864",6548
"46177","ENSMUSG00000093988",107
"46178","ENSMUSG00000022860",5491
"46179","ENSMUSG00000022857",4182
"46180","ENSMUSG00000085094",346
"46181","ENSMUSG00000102791",600
"46182","ENSMUSG00000097552",412
"46183","ENSMUSG00000101810",407
"46184","ENSMUSG00000088476",116
"46185","ENSMUSG00000089138",99
"46186","ENSMUSG00000022762",11330
"46187","ENSMUSG00000084671",313
"46188","ENSMUSG00000094726",107
"46189","ENSMUSG00000094030",1500
"46190","ENSMUSG00000071475",480
"46191","ENSMUSG00000095070",107
"46192","ENSMUSG00000110358",2512
"46193","ENSMUSG00000084746",322
"46194","ENSMUSG00000097418",1433
"46195","ENSMUSG00000065397",65
"46196","ENSMUSG00000022889",2533
"46197","ENSMUSG00000088058",127
"46198","ENSMUSG00000053062",6045
"46199","ENSMUSG00000088249",98
"46200","ENSMUSG00000022890",3130
"46201","ENSMUSG00000008976",5687
"46202","ENSMUSG00000022892",12996
"46203","ENSMUSG00000098604",153
"46204","ENSMUSG00000041134",8894
"46205","ENSMUSG00000089698",711
"46206","ENSMUSG00000022893",5302
"46207","ENSMUSG00000022894",10791
"46208","ENSMUSG00000089252",125
"46209","ENSMUSG00000044442",6135
"46210","ENSMUSG00000052299",7844
"46211","ENSMUSG00000065647",136
"46212","ENSMUSG00000041079",3917
"46213","ENSMUSG00000025616",9454
"46214","ENSMUSG00000025613",3088
"46215","ENSMUSG00000093606",2482
"46216","ENSMUSG00000077579",136
"46217","ENSMUSG00000090753",390
"46218","ENSMUSG00000025610",1652
"46219","ENSMUSG00000064670",107
"46220","ENSMUSG00000025612",6179
"46221","ENSMUSG00000088684",88
"46222","ENSMUSG00000055972",3771
"46223","ENSMUSG00000022935",6721
"46224","ENSMUSG00000055811",1172
"46225","ENSMUSG00000050520",2356
"46226","ENSMUSG00000050239",1575
"46227","ENSMUSG00000088283",84
"46228","ENSMUSG00000045331",881
"46229","ENSMUSG00000071471",973
"46230","ENSMUSG00000090515",646
"46231","ENSMUSG00000050704",794
"46232","ENSMUSG00000056350",750
"46233","ENSMUSG00000050224",892
"46234","ENSMUSG00000068078",946
"46235","ENSMUSG00000048830",1028
"46236","ENSMUSG00000009047",588
"46237","ENSMUSG00000074928",888
"46238","ENSMUSG00000022931",1052
"46239","ENSMUSG00000060691",495
"46240","ENSMUSG00000057650",643
"46241","ENSMUSG00000060469",526
"46242","ENSMUSG00000043982",304
"46243","ENSMUSG00000051802",490
"46244","ENSMUSG00000048643",166
"46245","ENSMUSG00000057174",462
"46246","ENSMUSG00000096534",601
"46247","ENSMUSG00000095992",365
"46248","ENSMUSG00000068075",563
"46249","ENSMUSG00000058172",594
"46250","ENSMUSG00000068074",550
"46251","ENSMUSG00000062400",595
"46252","ENSMUSG00000068073",591
"46253","ENSMUSG00000057855",520
"46254","ENSMUSG00000068071",489
"46255","ENSMUSG00000059113",465
"46256","ENSMUSG00000044227",397
"46257","ENSMUSG00000068068",159
"46258","ENSMUSG00000068067",465
"46259","ENSMUSG00000091039",534
"46260","ENSMUSG00000058368",651
"46261","ENSMUSG00000062433",786
"46262","ENSMUSG00000084576",105
"46263","ENSMUSG00000059632",574
"46264","ENSMUSG00000056706",621
"46265","ENSMUSG00000091212",1008
"46266","ENSMUSG00000002489",10048
"46267","ENSMUSG00000022982",3970
"46268","ENSMUSG00000022983",5546
"46269","ENSMUSG00000053414",8402
"46270","ENSMUSG00000046119",723
"46271","ENSMUSG00000064471",122
"46272","ENSMUSG00000022978",2863
"46273","ENSMUSG00000097757",1346
"46274","ENSMUSG00000039956",1581
"46275","ENSMUSG00000039929",8190
"46276","ENSMUSG00000039903",3806
"46277","ENSMUSG00000083226",547
"46278","ENSMUSG00000022972",1589
"46279","ENSMUSG00000022973",8085
"46280","ENSMUSG00000093256",74
"46281","ENSMUSG00000085279",1428
"46282","ENSMUSG00000087354",2746
"46283","ENSMUSG00000022974",5508
"46284","ENSMUSG00000085398",1252
"46285","ENSMUSG00000039851",2865
"46286","ENSMUSG00000081176",411
"46287","ENSMUSG00000039830",2530
"46288","ENSMUSG00000102958",660
"46289","ENSMUSG00000046160",2162
"46290","ENSMUSG00000085865",2389
"46291","ENSMUSG00000065811",83
"46292","ENSMUSG00000022971",3329
"46293","ENSMUSG00000093701",884
"46294","ENSMUSG00000022969",3808
"46295","ENSMUSG00000084866",1151
"46296","ENSMUSG00000022967",5940
"46297","ENSMUSG00000084301",1493
"46298","ENSMUSG00000099308",102
"46299","ENSMUSG00000082535",879
"46300","ENSMUSG00000022965",3767
"46301","ENSMUSG00000022964",2446
"46302","ENSMUSG00000085337",2745
"46303","ENSMUSG00000039763",3565
"46304","ENSMUSG00000022962",5144
"46305","ENSMUSG00000022961",14907
"46306","ENSMUSG00000022960",3130
"46307","ENSMUSG00000085169",1802
"46308","ENSMUSG00000058240",4529
"46309","ENSMUSG00000022957",23425
"46310","ENSMUSG00000096895",107
"46311","ENSMUSG00000087240",429
"46312","ENSMUSG00000022956",1972
"46313","ENSMUSG00000087190",1871
"46314","ENSMUSG00000099268",78
"46315","ENSMUSG00000089293",98
"46316","ENSMUSG00000039680",1533
"46317","ENSMUSG00000089774",10913
"46318","ENSMUSG00000086331",960
"46319","ENSMUSG00000039672",1767
"46320","ENSMUSG00000051989",972
"46321","ENSMUSG00000085637",485
"46322","ENSMUSG00000051728",2677
"46323","ENSMUSG00000039639",3214
"46324","ENSMUSG00000022951",3085
"46325","ENSMUSG00000051297",706
"46326","ENSMUSG00000022949",3914
"46327","ENSMUSG00000022952",12025
"46328","ENSMUSG00000097139",796
"46329","ENSMUSG00000098983",68
"46330","ENSMUSG00000100277",5199
"46331","ENSMUSG00000076457",97
"46332","ENSMUSG00000099968",1527
"46333","ENSMUSG00000022948",4702
"46334","ENSMUSG00000051483",2554
"46335","ENSMUSG00000082815",939
"46336","ENSMUSG00000109777",277
"46337","ENSMUSG00000084591",278
"46338","ENSMUSG00000022947",1254
"46339","ENSMUSG00000022946",9890
"46340","ENSMUSG00000097768",1580
"46341","ENSMUSG00000039456",5430
"46342","ENSMUSG00000022945",4681
"46343","ENSMUSG00000047109",2129
"46344","ENSMUSG00000062713",4221
"46345","ENSMUSG00000040820",8923
"46346","ENSMUSG00000076304",110
"46347","ENSMUSG00000022941",1531
"46348","ENSMUSG00000022940",1987
"46349","ENSMUSG00000089814",372
"46350","ENSMUSG00000040785",16220
"46351","ENSMUSG00000075829",160
"46352","ENSMUSG00000022898",3675
"46353","ENSMUSG00000022897",8251
"46354","ENSMUSG00000081692",211
"46355","ENSMUSG00000043301",7633
"46356","ENSMUSG00000095435",70
"46357","ENSMUSG00000097551",1242
"46358","ENSMUSG00000062609",6313
"46359","ENSMUSG00000040732",2232
"46360","ENSMUSG00000022895",3552
"46361","ENSMUSG00000104172",849
"46362","ENSMUSG00000085329",1704
"46363","ENSMUSG00000085903",704
"46364","ENSMUSG00000022913",966
"46365","ENSMUSG00000022914",11373
"46366","ENSMUSG00000085884",2100
"46367","ENSMUSG00000098733",124
"46368","ENSMUSG00000040681",1200
"46369","ENSMUSG00000023147",2483
"46370","ENSMUSG00000045275",6521
"46371","ENSMUSG00000040666",1542
"46372","ENSMUSG00000074892",6159
"46373","ENSMUSG00000000159",2766
"46374","ENSMUSG00000000157",2936
"46375","ENSMUSG00000090223",641
"46376","ENSMUSG00000050272",7498
"46377","ENSMUSG00000040605",7887
"46378","ENSMUSG00000000386",3785
"46379","ENSMUSG00000022938",1813
"46380","ENSMUSG00000096156",1074
"46381","ENSMUSG00000088269",107
"46382","ENSMUSG00000023341",3614
"46383","ENSMUSG00000000385",7302
"46384","ENSMUSG00000005251",3591
"46385","ENSMUSG00000014039",11349
"46386","ENSMUSG00000045975",7767
"46387","ENSMUSG00000105138",59
"46388","ENSMUSG00000046962",6335
"46389","ENSMUSG00000097874",763
"46390","ENSMUSG00000080717",5186
"46391","ENSMUSG00000068141",720
"46392","ENSMUSG00000089690",314
"46393","ENSMUSG00000044697",435
"46394","ENSMUSG00000088244",121
"46395","ENSMUSG00000023795",2108
"46396","ENSMUSG00000046201",5891
"46397","ENSMUSG00000023800",12741
"46398","ENSMUSG00000036983",3609
"46399","ENSMUSG00000091530",660
"46400","ENSMUSG00000023802",1792
"46401","ENSMUSG00000096200",107
"46402","ENSMUSG00000069729",12600
"46403","ENSMUSG00000081783",1345
"46404","ENSMUSG00000101133",2942
"46405","ENSMUSG00000004945",1837
"46406","ENSMUSG00000101959",1445
"46407","ENSMUSG00000095747",102
"46408","ENSMUSG00000034265",3078
